nc_code,category,reason,detail
NC_1426,B2C,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1427,B2B,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1432,B2B2C,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1437,B2B2C,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1438,B2B2C,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1440,B2C,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1441,B2C,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1442,B2B2C,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1443,B2B,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1444,B2B,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1445,B2B,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1446,B2B2C,SKIPPED_NO_SIGNATURE,"AIRBNB_MARCELO_STARLING.pdf"
NC_1455,B2B,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1456,B2B,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1458,B2C,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1459,B2C,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1460,B2C,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1466,B2C,SKIPPED_NO_SIGNATURE,"AIRBNB_FAUSTO_GROSSI.pdf"
NC_1468,B2C,NO_PDF_IN_ARCHIVE,"No blindable PDF under NewCustomers (often docx/html only)"
NC_1472,B2B2C,SKIPPED_NO_SIGNATURE,"AIRBNB_DAVID_MILLER.pdf"
